Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Document Type,Source
"Genovese L., Cocchiara C., Piazza S., Sunseri C., Inguanta R.","Electrochemical deposition of Ag2Se nanostructures",2017,"Materials Research Bulletin","86",,,"10","18",,,10.1016/j.materresbull.2016.09.033,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989299904&partnerID=40&md5=dd368cbee3411746bc635be840eac5cb","Laboratorio di Chimica Fisica Applicata, Dipartimento dell'Innovazione Industriale e Digitale (DIID) Ingegneria Chimica, Gestionale, Informatica, MeccanicaDipartimento dell'Innovazione Industriale e Digitale (DIID), Ingegneria Chimica, Gestionale, Informatica, Meccanica, Università di Palermo, Viale delle Scienze, Palermo, Italy","Genovese, L., Laboratorio di Chimica Fisica Applicata, Dipartimento dell'Innovazione Industriale e Digitale (DIID) Ingegneria Chimica, Gestionale, Informatica, MeccanicaDipartimento dell'Innovazione Industriale e Digitale (DIID), Ingegneria Chimica, Gestionale, Informatica, Meccanica, Università di Palermo, Viale delle Scienze, Palermo, Italy; Cocchiara, C., Laboratorio di Chimica Fisica Applicata, Dipartimento dell'Innovazione Industriale e Digitale (DIID) Ingegneria Chimica, Gestionale, Informatica, MeccanicaDipartimento dell'Innovazione Industriale e Digitale (DIID), Ingegneria Chimica, Gestionale, Informatica, Meccanica, Università di Palermo, Viale delle Scienze, Palermo, Italy; Piazza, S., Laboratorio di Chimica Fisica Applicata, Dipartimento dell'Innovazione Industriale e Digitale (DIID) Ingegneria Chimica, Gestionale, Informatica, MeccanicaDipartimento dell'Innovazione Industriale e Digitale (DIID), Ingegneria Chimica, Gestionale, Informatica, Meccanica, Università di Palermo, Viale delle Scienze, Palermo, Italy; Sunseri, C., Laboratorio di Chimica Fisica Applicata, Dipartimento dell'Innovazione Industriale e Digitale (DIID) Ingegneria Chimica, Gestionale, Informatica, MeccanicaDipartimento dell'Innovazione Industriale e Digitale (DIID), Ingegneria Chimica, Gestionale, Informatica, Meccanica, Università di Palermo, Viale delle Scienze, Palermo, Italy; Inguanta, R., Laboratorio di Chimica Fisica Applicata, Dipartimento dell'Innovazione Industriale e Digitale (DIID) Ingegneria Chimica, Gestionale, Informatica, MeccanicaDipartimento dell'Innovazione Industriale e Digitale (DIID), Ingegneria Chimica, Gestionale, Informatica, Meccanica, Università di Palermo, Viale delle Scienze, Palermo, Italy","Inguanta, R.; Laboratorio di Chimica Fisica Applicata, Dipartimento dell'Innovazione Industriale e Digitale (DIID) Ingegneria Chimica, Gestionale, Informatica, MeccanicaDipartimento dell'Innovazione Industriale e Digitale (DIID), Ingegneria Chimica, Gestionale, Informatica, Meccanica, Università di Palermo, Viale delle Scienze, Italy; email: rosalinda.inguanta@unipa.it",Article,Scopus
"Zhao G., Mu X., Han M., An Z., Gao P., Sun W., Xu W.","Sediment yield and sources in dam-controlled watersheds on the northern Loess Plateau",2017,"Catena","149",,,"110","119",,,10.1016/j.catena.2016.09.010,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988008141&partnerID=40&md5=300e0ec389025ce629c138dae67f6e37","State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China; Institute of Soil and Water Conservation, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China; Institute of Soil and Water Conservation, Chinese Academy of Sciences & Ministry of Water Resources, 26 Xinong Road, Yangling, Shaanxi Province, China","Zhao, G., State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China, Institute of Soil and Water Conservation, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China, Institute of Soil and Water Conservation, Chinese Academy of Sciences & Ministry of Water Resources, 26 Xinong Road, Yangling, Shaanxi Province, China; Mu, X., State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China, Institute of Soil and Water Conservation, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China, Institute of Soil and Water Conservation, Chinese Academy of Sciences & Ministry of Water Resources, 26 Xinong Road, Yangling, Shaanxi Province, China; Han, M., State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China, Institute of Soil and Water Conservation, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China; An, Z., State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China, Institute of Soil and Water Conservation, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China; Gao, P., State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China, Institute of Soil and Water Conservation, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China, Institute of Soil and Water Conservation, Chinese Academy of Sciences & Ministry of Water Resources, 26 Xinong Road, Yangling, Shaanxi Province, China; Sun, W., State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China, Institute of Soil and Water Conservation, Northwest A&F University, 26 Xinong Road, Yangling, Shaanxi Province, China, Institute of Soil and Water Conservation, Chinese Academy of Sciences & Ministry of Water Resources, 26 Xinong Road, Yangling, Shaanxi Province, China; Xu, W., Institute of Soil and Water Conservation, Chinese Academy of Sciences & Ministry of Water Resources, 26 Xinong Road, Yangling, Shaanxi Province, China","Mu, X.; State Key Laboratory of Soil Erosion and Dryland Farming on the Loess Plateau, Northwest A&F University, 26 Xinong Road, China; email: xmmuiswc@gmail.com",Article,Scopus
"Israeli-Lev G., Pitchkhadze M., Nevo S., Fahoum L., Meyron-Holtz E., Livney Y.D.","Harnessing proteins to control crystal size and morphology, for improved delivery performance of hydrophobic bioactives, using genistein as a model",2017,"Food Hydrocolloids","63",,,"97","107",,,10.1016/j.foodhyd.2016.08.026,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983606978&partnerID=40&md5=dc9177caed7c0e2419b7643b9e025744","Department of Biotechnology and Food Engineering, Technion, Israel Institute of Technology, Haifa, Israel; Russell Berrie Nanotechnology Institute, Technion, Israel Institute of Technology, Haifa, Israel","Israeli-Lev, G., Department of Biotechnology and Food Engineering, Technion, Israel Institute of Technology, Haifa, Israel; Pitchkhadze, M., Department of Biotechnology and Food Engineering, Technion, Israel Institute of Technology, Haifa, Israel; Nevo, S., Department of Biotechnology and Food Engineering, Technion, Israel Institute of Technology, Haifa, Israel; Fahoum, L., Department of Biotechnology and Food Engineering, Technion, Israel Institute of Technology, Haifa, Israel; Meyron-Holtz, E., Department of Biotechnology and Food Engineering, Technion, Israel Institute of Technology, Haifa, Israel; Livney, Y.D., Department of Biotechnology and Food Engineering, Technion, Israel Institute of Technology, Haifa, Israel, Russell Berrie Nanotechnology Institute, Technion, Israel Institute of Technology, Haifa, Israel","Livney, Y.D.; Department of Biotechnology and Food Engineering, Technion, Israel Institute of TechnologyIsrael; email: Livney@technion.ac.il",Article,Scopus
"Escobar J., Barrera M.C., Gutiérrez A.W., Terrazas J.E.","Benzothiophene hydrodesulfurization over NiMo/alumina catalysts modified by citric acid. Effect of addition stage of organic modifier",2017,"Fuel Processing Technology","156",,,"33","42",,,10.1016/j.fuproc.2016.09.028,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989285351&partnerID=40&md5=c0afbabfc53fb748a81910c590e6255a","Instituto Mexicano del Petróleo, Eje Central Lázaro Cárdenas 152, San Bartolo Atepehuacan, Gustavo A. Madero, D.F., Mexico; Facultad de Ciencias Químicas-Centro de Investigación en Recursos Energéticos y Sustentables, Universidad Veracruzana, Campus Coatzacoalcos, Av. Universidad km. 7.5, Col. Santa Isabel, Coatzacoalcos, Veracruz, Mexico","Escobar, J., Instituto Mexicano del Petróleo, Eje Central Lázaro Cárdenas 152, San Bartolo Atepehuacan, Gustavo A. Madero, D.F., Mexico; Barrera, M.C., Facultad de Ciencias Químicas-Centro de Investigación en Recursos Energéticos y Sustentables, Universidad Veracruzana, Campus Coatzacoalcos, Av. Universidad km. 7.5, Col. Santa Isabel, Coatzacoalcos, Veracruz, Mexico; Gutiérrez, A.W., Instituto Mexicano del Petróleo, Eje Central Lázaro Cárdenas 152, San Bartolo Atepehuacan, Gustavo A. Madero, D.F., Mexico; Terrazas, J.E., Facultad de Ciencias Químicas-Centro de Investigación en Recursos Energéticos y Sustentables, Universidad Veracruzana, Campus Coatzacoalcos, Av. Universidad km. 7.5, Col. Santa Isabel, Coatzacoalcos, Veracruz, Mexico","Escobar, J.; Instituto Mexicano del Petróleo, Eje Central Lázaro Cárdenas 152, San Bartolo Atepehuacan, Gustavo A. Madero, D.F., Mexico; email: jeaguila@imp.mx",Article,Scopus
"Carrasco-Ortiz H., Midgley K.J., Grainger J., Holcomb P.J.","Interactions in the neighborhood: Effects of orthographic and phonological neighbors on N400 amplitude",2017,"Journal of Neurolinguistics","41",,,"1","10",,,10.1016/j.jneuroling.2016.06.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986550211&partnerID=40&md5=22e77c6399d6d19c78a2d64195af1064","Universidad Autónoma de Querétaro, Mexico; Tufts University, United States; San Diego State University, United States; Aix-Marseille University, France; Centre National de la Recherche Scientifique, France","Carrasco-Ortiz, H., Universidad Autónoma de Querétaro, Mexico, Tufts University, United States; Midgley, K.J., Tufts University, United States, San Diego State University, United States; Grainger, J., Aix-Marseille University, France, Centre National de la Recherche Scientifique, France; Holcomb, P.J., Tufts University, United States, San Diego State University, United States","Carrasco-Ortiz, H.; Facultad de Lenguas y Letras, Universidad Autónoma de Querétaro, Anillo Vial Fray Junípero Serra s/n, Mexico; email: haydee.carrasco@uaq.edu.mx",Article,Scopus
"Wang S., Guo W., Huang T.-Z., Raskutti G.","Image inpainting using reproducing kernel Hilbert space and Heaviside functions",2017,"Journal of Computational and Applied Mathematics","311",,,"551","564",,,10.1016/j.cam.2016.08.032,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987904247&partnerID=40&md5=05ce84d330ea3a70c51041ecf305d534","School of Mathematical Sciences, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; Department of Mathematics, Case Western Reserve University, Cleveland, OH, United States; Department of Statistics, University of Wisconsin-Madison, Madison, WI, United States","Wang, S., School of Mathematical Sciences, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; Guo, W., Department of Mathematics, Case Western Reserve University, Cleveland, OH, United States; Huang, T.-Z., School of Mathematical Sciences, University of Electronic Science and Technology of China, Chengdu, Sichuan, China; Raskutti, G., Department of Statistics, University of Wisconsin-Madison, Madison, WI, United States","Guo, W.; Department of Mathematics, Case Western Reserve UniversityUnited States; email: wxg49@case.edu",Article,Scopus
"Akinyele D.O., Rayudu R.K., Nair N.K.C.","Life cycle impact assessment of photovoltaic power generation from crystalline silicon-based solar modules in Nigeria",2017,"Renewable Energy","101",,,"537","549",,,10.1016/j.renene.2016.09.017,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987875466&partnerID=40&md5=2138417aee2dca22585d2acef2057c61","Smart Power and Renewable Energy Systems Group, Victoria University of Wellington, PO Box 6140, Wellington, New Zealand; Power Systems Group, Department of Electrical and Computer Engineering, University of Auckland, New Zealand","Akinyele, D.O., Smart Power and Renewable Energy Systems Group, Victoria University of Wellington, PO Box 6140, Wellington, New Zealand; Rayudu, R.K., Smart Power and Renewable Energy Systems Group, Victoria University of Wellington, PO Box 6140, Wellington, New Zealand; Nair, N.K.C., Power Systems Group, Department of Electrical and Computer Engineering, University of Auckland, New Zealand","Akinyele, D.O.; Smart Power and Renewable Energy Systems Group, Victoria University of Wellington, PO Box 6140, New Zealand; email: daniel.akinyele@ecs.vuw.ac.nz",Article,Scopus
"Liu D., Martinez-Sanz M., Lopez-Sanchez P., Gilbert E.P., Gidley M.J.","Adsorption behaviour of polyphenols on cellulose is affected by processing history",2017,"Food Hydrocolloids","63",,,"496","507",,,10.1016/j.foodhyd.2016.09.012,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989313928&partnerID=40&md5=6b97a1017669a6c7fb678df3b0cbb6b2","ARC Centre of Excellence in Plant Cell Walls, Centre for Nutrition and Food Sciences, University of Queensland, St. Lucia, Brisbane, QLD, Australia; Bragg Institute, Australian Nuclear Science and Technology Organisation, Locked Bag 2001, Kirrawee DC, NSW, Australia; Swedish University of Agricultural Science, Department of Food Science, Structure and Properties Unit, Uppsala, Sweden","Liu, D., ARC Centre of Excellence in Plant Cell Walls, Centre for Nutrition and Food Sciences, University of Queensland, St. Lucia, Brisbane, QLD, Australia; Martinez-Sanz, M., ARC Centre of Excellence in Plant Cell Walls, Centre for Nutrition and Food Sciences, University of Queensland, St. Lucia, Brisbane, QLD, Australia, Bragg Institute, Australian Nuclear Science and Technology Organisation, Locked Bag 2001, Kirrawee DC, NSW, Australia; Lopez-Sanchez, P., ARC Centre of Excellence in Plant Cell Walls, Centre for Nutrition and Food Sciences, University of Queensland, St. Lucia, Brisbane, QLD, Australia, Swedish University of Agricultural Science, Department of Food Science, Structure and Properties Unit, Uppsala, Sweden; Gilbert, E.P., Bragg Institute, Australian Nuclear Science and Technology Organisation, Locked Bag 2001, Kirrawee DC, NSW, Australia; Gidley, M.J., ARC Centre of Excellence in Plant Cell Walls, Centre for Nutrition and Food Sciences, University of Queensland, St. Lucia, Brisbane, QLD, Australia","Gidley, M.J.; ARC Centre of Excellence in Plant Cell Walls, Centre for Nutrition and Food Sciences, University of Queensland, St. Lucia, Australia; email: m.gidley@uq.edu.au",Article,Scopus
"Elbassioni K., Nguyen T.T.","A polynomial-time algorithm for computing low CP-rank decompositions",2017,"Information Processing Letters","118",,,"10","14",,,10.1016/j.ipl.2016.09.004,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988421390&partnerID=40&md5=9630f6a39a7ad8c6a9d77dc6cab207d3","Masdar Institute of Science and Technology, PO Box 54224, Abu Dhabi, United Arab Emirates","Elbassioni, K., Masdar Institute of Science and Technology, PO Box 54224, Abu Dhabi, United Arab Emirates; Nguyen, T.T., Masdar Institute of Science and Technology, PO Box 54224, Abu Dhabi, United Arab Emirates","Nguyen, T.T.; Masdar Institute of Science and Technology, PO Box 54224, United Arab Emirates; email: ttnguyen.cs@gmail.com",Article,Scopus
"Schekman S., Kim T.","Thermal flows around a fully permeable short circular cylinder",2017,"International Journal of Heat and Mass Transfer","105",,,"196","206",,,10.1016/j.ijheatmasstransfer.2016.09.089,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989283169&partnerID=40&md5=d46141aa4550fe027fd97bdd485d97e0","School of Mechanical and Aeronautical Engineering, University of the Witwatersrand, Johannesburg, South Africa","Schekman, S., School of Mechanical and Aeronautical Engineering, University of the Witwatersrand, Johannesburg, South Africa; Kim, T., School of Mechanical and Aeronautical Engineering, University of the Witwatersrand, Johannesburg, South Africa","Kim, T.; School of Mechanical and Aeronautical Engineering, University of the WitwatersrandSouth Africa; email: tong.kim@wits.ac.za",Article,Scopus
